gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,countryName
1319127916,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3552a5b26-dafb-4ccb-b254-5281ac87754d,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,KI,"Line Islands, Kiritimati (Christmas Island), Cable Dive Site Off Cook Islands, Coral Reef, Spear.",NA,NA,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,1.8721347,-157.4278119,NA,NA,NA,NA,13,0,2001-06-28T00:00:00Z,28,6,2001,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,365844,NA,NA,NA,CC0_1_0,NA,J. Randall,NA,NA,2019-09-20T18:05:17Z,NA,NA,NA
1319115039,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/354997f3c-d0ad-438f-a096-794d96096e05,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,UM,"Pacific, northwest Christmas Island, Palmyra Island",United States Minor Outlying Islands,NA,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,5.8885026,-162.0786656,NA,NA,NA,NA,NA,NA,1944-10-01T00:00:00Z,NA,10,1944,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,195809,NA,NA,NA,CC0_1_0,NA,W. Chapman,NA,NA,2019-09-20T18:05:17Z,NA,NA,NA
1318994154,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/34f3e78ce-a0f4-404c-ab35-f83c4655879f,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,JP,Marcus Island; Outside Reef On West Side,NA,NA,7,bc092ff0-02e4-11dc-991f-b8a03c50a862,24.2867829,153.9807774,NA,NA,NA,NA,9,3,1968-09-06T00:00:00Z,6,9,1968,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,227954,NA,NA,NA,CC0_1_0,NA,J. Randall & T. Pederson,NA,NA,2019-09-20T18:05:17Z,NA,NA,NA
1318931312,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/34c74b9e3-225f-4e4c-8a4f-841ee4d59706,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,KI,"Phoenix Islands: Birnie Island, northern part of west side of island.",NA,NA,3,bc092ff0-02e4-11dc-991f-b8a03c50a862,-3.5835145,-171.5171254,NA,NA,NA,NA,0.4,0.4,1964-11-08T00:00:00Z,8,11,1964,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,227953,NA,NA,NA,CC0_1_0,NA,F. Sibley,NA,NA,2019-09-20T18:05:17Z,NA,NA,NA
1318707092,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3428b2d01-fd46-441b-a3b3-c692c574c672,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,MH,"Marshall Islands: Kwajalein Atoll, Carlson Island, inside of lagoon, along coral reef where it meets deep water.",NA,NA,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,8.716667,167.733333,NA,NA,NA,NA,5.5,3.5,1964-11-01T00:00:00Z,1,11,1964,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,227947,NA,NA,NA,CC0_1_0,NA,A. Amerson & SIPOBS personnel,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
1318700993,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/34245a0c2-0b1c-41bb-889a-0a51e13e36bc,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,KI,"Line Islands: Malden Island, mid -west end",NA,NA,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,-4.0123285,-154.9178158,NA,NA,NA,NA,1.5,1.5,1965-06-24T00:00:00Z,24,6,1965,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,280261,NA,NA,NA,CC0_1_0,NA,L. Huber,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
1318451083,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/33739caf5-7519-48e9-ba50-1b38e456b471,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,MH,"Marshall Islands: Rongerik Atoll, Eniwetak Island, ocean reef in surf and on reef.",NA,NA,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,11.2977518,167.4722778,NA,NA,NA,NA,NA,NA,1946-06-29T00:00:00Z,29,6,1946,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,142107,NA,NA,NA,CC0_1_0,NA,L. Schultz & E. Herald,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
1317840991,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/31c3d5c72-5e08-49a7-a73e-2e6f1a75b572,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,PF,Marquesas Islands.,Marquesas Islands,NA,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,-9.7812162,-139.0817124,NA,NA,NA,NA,NA,NA,2011-10-25T00:00:00Z,25,10,2011,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,412116,NA,"Williams, Jeffrey T.",NA,CC0_1_0,NA,J. Williams et al.,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
1317732318,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3176e17f5-b0bd-45a6-869a-6c612cb73448,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,PF,"Bora Bora, Muller Reef, S. of Teavanui Pass, lagoon side of ocean reef.",NA,NA,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,-16.5067352,-151.7512713,NA,NA,NA,NA,NA,NA,1957-04-27T00:00:00Z,27,4,1957,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,227962,NA,NA,NA,CC0_1_0,NA,"W. Schmitt, H. Rehder, T. Bowman & C. Cutress",NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
1317672989,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/314ceda6f-84c1-45d7-bd40-e3d6e2e835d4,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,KI,"Phoenix Islands: Birnie Island, northern part of west side of island.",NA,NA,2,bc092ff0-02e4-11dc-991f-b8a03c50a862,-3.5835145,-171.5171254,NA,NA,NA,NA,0.4,0.4,1964-11-08T00:00:00Z,8,11,1964,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,227951,NA,NA,NA,CC0_1_0,NA,F. Sibley,NA,NA,2019-09-20T18:05:19Z,NA,NA,NA
1317608124,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/311f10a37-9ce0-4b0b-81e7-109a63797073,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,PF,"Makatea Tuamotus, Just West of Phosphate Dock",NA,NA,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,-15.8452689,-148.251958,NA,NA,NA,NA,NA,NA,1956-03-15T00:00:00Z,15,3,1956,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,227973,NA,NA,NA,CC0_1_0,NA,J. Randall,NA,NA,2019-09-20T18:05:19Z,NA,NA,NA
1317394965,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/308829f13-2148-4a9a-bee4-273a391a2e7c,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,CK,"Cook Islands: Tongareva Atoll, NW corner of atoll, in second channel north of Molokai Island.",NA,NA,4,bc092ff0-02e4-11dc-991f-b8a03c50a862,-9.005122,-157.9762097,NA,NA,NA,NA,0.5,0.5,1965-06-13T00:00:00Z,13,6,1965,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,227955,NA,NA,NA,CC0_1_0,NA,L. Huber & F. Sibley,NA,NA,2019-09-20T18:05:12Z,NA,NA,NA
1317379324,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/307cf7bca-083c-4dbe-9590-33996525fe48,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,NA,Pacific Ocean,NA,NA,6,bc092ff0-02e4-11dc-991f-b8a03c50a862,-8.783195,-124.508523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,227978,NA,NA,NA,CC0_1_0,NA,F. Sibley,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
1317316545,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3050c64ab-ae61-4b32-99e7-a3fca056748b,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,MH,"Marshalls: Arno Atoll, Ine Island, ocean reef, sect. E1-XI.",NA,NA,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,6.9941901,171.678917,NA,NA,NA,NA,NA,NA,1950-07-01T00:00:00Z,1,7,1950,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,166791,NA,NA,NA,CC0_1_0,NA,D. Strasburg & R. Hiatt,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
1317249751,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/302183c44-42b0-4538-b555-104b45e0842f,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,NA,JP,Marcus Island; Reef Flat Off Balloon Bldg.,NA,NA,5,bc092ff0-02e4-11dc-991f-b8a03c50a862,24.2867829,153.9807774,NA,NA,NA,NA,0.5,0.5,1968-09-02T00:00:00Z,2,9,1968,2395833,2395833,PRESERVED_SPECIMEN,USNM,Fishes,227949,NA,NA,NA,CC0_1_0,NA,J. Randall & A. Zych,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
38527556,b929f23d-290f-4e85-8f17-764c55b3b284,bbcfa7c2-998c-4434-8192-9575261a5384,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Salarias nigripes Seale, 1901",Salarias nigripes,Seale 1901,NA,Guam,NA,NA,14,90cc71b0-055b-11d8-b84e-b8a03c50a862,13.444304,144.793731,NA,NA,NA,NA,NA,NA,1900-07-12T00:00:00Z,12,7,1900,2395846,2395833,PRESERVED_SPECIMEN,BPBM,I,271,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,A. Seale,SYNTYPE,NA,2019-09-21T02:24:41Z,NA,NA,NA
36013692,b929f23d-290f-4e85-8f17-764c55b3b284,82fb1f21-7f7e-495f-adc1-1548dceab403,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Tahiti; Papara; Popote Bay,NA,NA,1,90cc71b0-055b-11d8-b84e-b8a03c50a862,-17.7262691,-149.4951208,NA,NA,NA,NA,6,NA,1969-02-25T00:00:00Z,25,2,1969,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,8633,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"J.E. Randall, A.H. Banner, G.R. Allen, et al",NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36013614,b929f23d-290f-4e85-8f17-764c55b3b284,1d39a96a-ea42-4580-a1c2-c987f76755ab,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Enewetak Atoll; Ikuren (=Igurin; =Glenn) islet; ocean side; reef front,NA,NA,4,90cc71b0-055b-11d8-b84e-b8a03c50a862,11.35,162.2333333,NA,NA,NA,NA,1.5,1.5,1967-11-28T00:00:00Z,28,11,1967,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,8125,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,J.E. Randall and W. Hashimoto,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36013401,b929f23d-290f-4e85-8f17-764c55b3b284,961362e2-0536-4256-b49b-2ad0a93bd64a,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Hivaoa; NW side of Tepuhiaatuna Point,NA,NA,3,90cc71b0-055b-11d8-b84e-b8a03c50a862,-9.754673,-139.0211,NA,NA,NA,NA,5,4,1971-04-26T00:00:00Z,26,4,1971,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,12113,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,J.E. Randall and D.B. Cannoy,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36013045,b929f23d-290f-4e85-8f17-764c55b3b284,ac1ae948-1b58-4d68-aa0e-5f1307cff3f6,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Eil Malk Island; [E of]; outside barrier reef,NA,NA,1,90cc71b0-055b-11d8-b84e-b8a03c50a862,7.1508292,134.3567602,NA,NA,NA,NA,7.5,1.5,1968-06-10T00:00:00Z,10,6,1968,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,31009,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"J.E. Randall, E.S. Helfman, and O. Custer",NA,NA,2019-09-20T18:05:16Z,NA,NA,NA
36012981,b929f23d-290f-4e85-8f17-764c55b3b284,d96aa8be-d2b0-4944-ad29-efff7d7f4ef1,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,"Pitcairn Island; Big Pool, Down St. Paul",NA,NA,1,90cc71b0-055b-11d8-b84e-b8a03c50a862,-25.0723486,-130.0894561,NA,NA,NA,NA,2,2,1971-01-07T00:00:00Z,7,1,1971,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,17009,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"J.E. Randall, D.B. Cannoy, R.R. Costello, and N. Young",NA,NA,2019-09-20T18:05:14Z,NA,NA,NA
36012852,b929f23d-290f-4e85-8f17-764c55b3b284,9a75875c-371c-4e72-98ac-5b373ff85299,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Kiritimati Atoll,NA,NA,2,90cc71b0-055b-11d8-b84e-b8a03c50a862,1.8721347,-157.4278119,NA,NA,NA,NA,NA,NA,1924-08-01T00:00:00Z,1,8,1924,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,4919,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"R/V ""Kaimiloa"" (schooner)",NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36012723,b929f23d-290f-4e85-8f17-764c55b3b284,0ad4668a-2706-4ef5-91cb-a124160f7cd3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Henderson Island; 1/2 mile S of NW corner of island; rocky shore with a few small sand pockets,NA,NA,4,90cc71b0-055b-11d8-b84e-b8a03c50a862,-24.3743769,-128.3271112,NA,NA,NA,NA,0,NA,1971-01-17T00:00:00Z,17,1,1971,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,17079,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"J.E. Randall, D.B. Cannoy, and J.D. Bryant",NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36012681,b929f23d-290f-4e85-8f17-764c55b3b284,d5302c8a-c5c4-4d95-81d0-2663453bc8a3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Kiritimati Atoll; E side; Bay of Wrecks; reef flat tidepool,NA,NA,6,90cc71b0-055b-11d8-b84e-b8a03c50a862,1.8571982,-157.326501,NA,NA,NA,NA,NA,NA,1996-09-01T00:00:00Z,1,9,1996,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,37545,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,D. Ross Robertson,NA,NA,2019-09-20T18:05:13Z,NA,NA,NA
36012588,b929f23d-290f-4e85-8f17-764c55b3b284,3ea3e849-90ba-41b7-be3c-02626480d068,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Uapou; Hakahetau,NA,NA,1,90cc71b0-055b-11d8-b84e-b8a03c50a862,-9.3634432,-140.0508565,NA,NA,NA,NA,3,NA,1957-07-10T00:00:00Z,10,7,1957,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,31006,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,J.E. Randall,NA,NA,2019-09-20T18:05:14Z,NA,NA,NA
36012263,b929f23d-290f-4e85-8f17-764c55b3b284,eb8022a4-7445-4865-9984-99ce79664b54,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Makatea Island; W of phosphate dock,NA,NA,8,90cc71b0-055b-11d8-b84e-b8a03c50a862,-15.8452689,-148.251958,NA,NA,NA,NA,NA,NA,1956-03-15T00:00:00Z,15,3,1956,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,31007,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,J.E. Randall,NA,NA,2019-09-20T18:05:12Z,NA,NA,NA
36012022,b929f23d-290f-4e85-8f17-764c55b3b284,e67a765c-0c2a-4fbb-a3a9-dd6b86dba66e,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Fanning Island,NA,NA,NA,90cc71b0-055b-11d8-b84e-b8a03c50a862,3.8743,-159.3191,NA,NA,NA,NA,NA,NA,1924-01-01T00:00:00Z,1,1,1924,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,4920,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,S.C. Ball,NA,NA,2019-09-20T18:05:14Z,NA,NA,NA
36011998,b929f23d-290f-4e85-8f17-764c55b3b284,efa677df-0377-4fd7-9e1c-5633bd2586ab,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Fatuhiva; off point at N end of Hanauu Bay,NA,NA,2,90cc71b0-055b-11d8-b84e-b8a03c50a862,-10.4904907,-138.6489134,NA,NA,NA,NA,35,NA,1971-04-21T00:00:00Z,21,4,1971,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,11830,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"J.E. Randall, D.B. Cannoy, and R.M. McNair",NA,NA,2019-09-20T18:05:13Z,NA,NA,NA
36011525,b929f23d-290f-4e85-8f17-764c55b3b284,12215722-3cfd-41fd-afab-61ad31e26375,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Aitutaki; lagoon,NA,NA,11,90cc71b0-055b-11d8-b84e-b8a03c50a862,-18.849782,-159.7572184,NA,NA,NA,NA,3,NA,1965-01-10T00:00:00Z,10,1,1965,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,5741,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"R.H. Snider, P. Stedman, and J. Gilliland",NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36011226,b929f23d-290f-4e85-8f17-764c55b3b284,7ba22d01-9eac-42c7-a619-d5e42144218f,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,"Pitcairn Island; SE side; off Down Rope (=""The Rope"")",NA,NA,2,90cc71b0-055b-11d8-b84e-b8a03c50a862,-25.072349,-130.08946,NA,NA,NA,NA,28.5,1.5,1970-12-23T00:00:00Z,23,12,1970,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,16928,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"J.E. Randall, D.B. Cannoy, and S.R. Christian",NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36011198,b929f23d-290f-4e85-8f17-764c55b3b284,61e87fdc-475b-45f0-bb61-b07a29204fdf,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Wake Island; Peale Island,NA,NA,2,90cc71b0-055b-11d8-b84e-b8a03c50a862,19.279619,166.6499348,NA,NA,NA,NA,NA,NA,1953-06-07T00:00:00Z,7,6,1953,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,15369,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,W.A. Gosline and J.E. Randall,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36010973,b929f23d-290f-4e85-8f17-764c55b3b284,9530c76e-9d06-4ae8-b055-2e1a3927f4cb,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Marakei Atoll; off quarters,NA,NA,11,90cc71b0-055b-11d8-b84e-b8a03c50a862,1.984237,173.2827093,NA,NA,NA,NA,NA,NA,1964-06-22T00:00:00Z,22,6,1964,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,10645,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,P. Helfrich and A.H. Banner,NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36010948,b929f23d-290f-4e85-8f17-764c55b3b284,c67203ee-2d2d-481e-b707-feb0c993cccd,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Minami Tori Shima; reef flat,NA,NA,16,90cc71b0-055b-11d8-b84e-b8a03c50a862,24.2867829,153.9807774,NA,NA,NA,NA,0.5,0.5,1968-08-31T00:00:00Z,31,8,1968,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,7157,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,J.E. Randall,NA,NA,2019-09-20T18:05:16Z,NA,NA,NA
36010551,b929f23d-290f-4e85-8f17-764c55b3b284,a9f8ee72-d4da-451f-b75d-d3169e31b968,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,"Uapou; Vaiehu Bay, S side (off entrance to large cave); rocky shore",NA,NA,5,90cc71b0-055b-11d8-b84e-b8a03c50a862,-9.3878513,-140.1285875,NA,NA,NA,NA,4.5,4.5,1971-04-29T00:00:00Z,29,4,1971,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,12143,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"J.E. Randall, D.B. Cannoy, G.S. Haywood, and J.D. Bryant",NA,NA,2019-09-20T18:05:10Z,NA,NA,NA
36010307,b929f23d-290f-4e85-8f17-764c55b3b284,6bffc0da-96ab-4afd-ad4f-137e69559cd3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,Cirripectes variolosus,NA,SPECIES,"Cirripectes variolosus (Valenciennes, 1836)",Cirripectes variolosus,Valenciennes 1836,NA,Tahiti; Papara; W side of Teavaraa Pass,NA,NA,1,90cc71b0-055b-11d8-b84e-b8a03c50a862,-17.7262691,-149.4951208,NA,NA,NA,NA,6,NA,1966-12-07T00:00:00Z,7,12,1966,2395833,2395833,PRESERVED_SPECIMEN,BPBM,I,8642,NA,NA,NA,CC0_1_0,Bernice Pauahi Bishop Museum,"J.E. Randall, P. Helfrich, L. Zukeran, and J. Tapu",NA,NA,2019-09-20T18:05:14Z,NA,NA,NA
